facility_name,category2,latitude,longitude,land_lot_address,phone_number,operating_hours
예술공간의식주,전시/기념관,37.5568756,126.912822,서울특별시 마포구 서교동 469-32,0507-1414-9653,화-일13:30-19:00
예술공간혜화,영화/연극/공연,37.58662729,127.000476,서울특별시 종로구 혜화동 74-38,,정보없음
예술나무씨어터,영화/연극/공연,37.49998807,126.884098,서울특별시 구로구 구로동 501,1661-5054,정보없음
예술의기쁨,영화/연극/공연,37.54201785,126.963883,서울특별시 용산구 효창동 5-390,02-713-5129,"화-금 11:00-17:00, 토-일 13:00-17:00"
예술의전당,영화/연극/공연,37.4802402,127.014215,서울특별시 서초구 서초동 700,02-580-1300,정보없음
예술의전당,영화/연극/공연,37.4802402,127.014215,서울특별시 서초구 서초동 700,02-580-1300,공연 일정에 따라 변동
예술의전당,전시/기념관,37.4802402,127.014215,서울특별시 서초구 서초동 700,02-580-1300,10:00-19:00
예술의전당,전시/기념관,37.4802402,127.014215,서울특별시 서초구 서초동 700,02-580-1300,10:00-19:00
예술의전당,전시/기념관,37.4802402,127.014215,서울특별시 서초구 서초동 700,02-580-1300,10:00-19:00
예술의전당국악원박물관,전시/기념관,37.47771881,127.009818,서울특별시 서초구 서초동 740-4,02-580-3130,10:00-18:00
예스24스테이지,영화/연극/공연,37.58274883,127.003161,서울특별시 종로구 동숭동 1-52,02-742-9637,13:00-22:30
예올북촌가,전시/기념관,37.5813123,126.985221,서울특별시 종로구 가회동 177-7,02-735-5878,화요일-토요일오전 11시-오후 5시
예인갤러리,전시/기념관,37.57209731,126.985392,서울특별시 종로구 인사동 194-4,02-722-6062,정보없음
예인아트홀,영화/연극/공연,37.52703665,127.046189,서울특별시 강남구 청담동 100-7,02-549-0408,정보없음
오금공원서울유아숲체험현장,관광지,37.50519118,127.131653,서울특별시 송파구 오금동 51,02-2147-3390,상시개방
오동공원서울유아숲체험현장,관광지,37.63218102,127.032686,서울특별시 강북구 번동 산 17-14,02-901-6935,상시개방
오래된집,전시/기념관,37.594062,126.999606,서울특별시 성북구 성북동 62-10,02-2135-7622,월-토요일 13:00-18:00
오류문화센터,영화/연극/공연,37.49535812,126.846036,서울특별시 구로구 오류동 64-28,0507-1305-7962,정보없음
오목교족구장,대형체육시설,37.52502723,126.880475,서울특별시 영등포구 양평동 488,02-2670-4096,"08:00-10:00, 10:00-12:00, 12:00-14:00, 14:00-16:00, 16:00-18:00"
오아시스아트홀,영화/연극/공연,37.55415856,126.874347,서울특별시 강서구 염창동 293,02-3663-4833,정보없음
오유아트홀,영화/연극/공연,37.48372308,127.046407,서울특별시 강남구 도곡동 459,02-2176-0743,정보없음
오재미동,영화/연극/공연,37.56186025,126.990263,서울특별시 중구 충무로2가 51-3,02-777-0421,11:00-20:00
옥토끼이미징,전시/기념관,37.53590193,126.899613,서울특별시 영등포구 당산동6가 342,02-2675-0792,정보없음
온수공원서울유아숲체험현장,관광지,37.50090463,126.83816,서울특별시 구로구 개봉동 산 2-60,02-860-2396,상시개방
온수공원서울유아숲체험현장,관광지,37.52136216,126.829684,서울특별시 양천구 신월동 331-5,02-860-2396,상시개방
온컬처인,전시/기념관,37.52663341,127.035625,서울특별시 강남구 신사동 644-13,02-3443-7375,정보없음
올댓큐레이팅,전시/기념관,37.52496022,127.040211,서울특별시 강남구 청담동 85-3,,월-토11:00-17:00
올림픽공원,공원,37.5203397,127.115518,서울특별시 송파구 방이동 88,02-410-1114,00:00-24:00
올림픽공원서울올림픽기념관,전시/기념관,37.5203397,127.115518,서울특별시 송파구 방이동 88,02-410-1354,정보없음
올림픽공원소마미술관,전시/기념관,37.51686487,127.118185,서울특별시 송파구 방이동 88-21,02-425-1077,"1관 10:00-18:00, 2관 10:00-19:00"
올림픽공원소마미술관2관,전시/기념관,37.5164648,127.116303,서울특별시 송파구 방이동 88-17,02-425-1077,"1관 10:00-18:00, 2관 10:00-19:00"
올림픽공원송파구립축구장,대형체육시설,37.5203397,127.115518,서울특별시 송파구 방이동 88,02-2180-3786,"평일주간(가격 단위: 2시간)08:00-18:00, 평일야간(가격 단위: 2시간)18:00-22:00"
올림픽공원올팍축구장,대형체육시설,37.5203397,127.115518,서울특별시 송파구 방이동 88,02-2180-3787,"이용시간(평일 09:00-13:00, 일,공휴일 09:00-18:00)"
올미아트스페이스,전시/기념관,37.5736636,126.98271,서울특별시 종로구 견지동 54,02-733-2002,10:30-18:00
올바디골프,대형체육시설,37.52525587,127.055097,서울특별시 강남구 청담동 130,0507-1383-7765,매일 10:00-22:00
와우책문화예술센터,영화/연극/공연,37.54612284,126.923513,서울특별시 마포구 상수동 331-17,02-312-1582,정보없음
와일드와일드,영화/연극/공연,37.52442849,127.037637,서울특별시 강남구 신사동 653-4,02-544-4786,정보없음
왓에버,영화/연극/공연,37.5524358,126.918827,서울특별시 마포구 서교동 372-6,02-324-0814,11:00-23:00
왓챠홀,영화/연극/공연,37.55157882,126.919828,서울특별시 마포구 서교동 368-22,02-3144-0409,"평일(화,수,목) / 금,일,공휴일 / 토요일 10:00-20:00, 13:00-23:00"
외교사료관,전시/기념관,37.48359736,127.029692,서울특별시 서초구 서초동 1376-1,02-3497-8700,오전(10:00-11:30)/오후(14:00-16:00)
외교사전시실,전시/기념관,37.48377204,127.031187,서울특별시 서초구 서초동 1376-2,02-3497-8716,월-금 09:30-17:00 (12:00-13:00 점심시간)
요트라인,대형레저시설,37.50877603,127.080451,서울특별시 송파구 잠실동 198-7,1566-4577,11:00-23:00
용두동집동네극장,영화/연극/공연,37.57914692,127.025916,서울특별시 동대문구 용두동 764-12,,정보없음
용마공원,공원,37.59451469,127.10453,서울특별시 중랑구 망우동 산 69-1,02-2094-2965,00:00-24:00
용마공원용마랜드,관광지,37.59451469,127.10453,서울특별시 중랑구 망우동 산 69-1,02-436-5800,예약제
용마산유아숲체험장,관광지,37.5867954,127.101168,서울특별시 중랑구 면목동 31-25,,정보없음
용산가족공원,공원,37.52011686,126.984592,서울특별시 용산구 용산동6가 68-89,02-792-5661,00:00-24:00
용산구청용산아트홀,영화/연극/공연,37.53245229,126.990479,서울특별시 용산구 이태원동 34-87,02-2199-7260,정보없음
용산도시기억전시관,전시/기념관,37.52690561,126.966566,서울특별시 용산구 한강로3가 98,0507-1377-2590,화-토 10:00-19:00
용산랜드시네마,영화/연극/공연,37.53278886,126.959559,서울특별시 용산구 한강로3가 16-9,1544-8855,정보없음
용산역사박물관,전시/기념관,37.52566804,126.965769,서울특별시 용산구 한강로3가 65-154,02-2199-4621,10:00-18:00
용왕산유아숲체험원,관광지,37.53986909,126.87334,서울특별시 양천구 목동 199-51,02-2620-3574,상시개방
우당기념관,전시/기념관,37.5838936,126.967769,서울특별시 종로구 신교동 6-22,02-755-0610,10:00-18:00
우란1경,전시/기념관,37.54378977,127.054417,서울특별시 성동구 성수동2가 314-12,070-4244-3663,10:00-19:00
우란문화재단,영화/연극/공연,37.54378977,127.054417,서울특별시 성동구 성수동2가 314-12,02-465-1418,월-금오전 10:00-오후 7:00
우리극장,영화/연극/공연,37.58229402,127.002561,서울특별시 종로구 동숭동 1-58,02-747-9988,월-일 10:00-19:00
우리금융아트홀,영화/연극/공연,37.5203397,127.115518,서울특별시 송파구 방이동 88,,정보없음
우리네극장,영화/연극/공연,37.58075445,127.004174,서울특별시 종로구 동숭동 1-145,02-766-0242,정보없음
우리들의작은전시회,전시/기념관,37.60239522,126.91666,서울특별시 은평구 역촌동 36-1,,"화 10:00-22:00/ 수 10:00-19:00/ 목 10:00-22:00/ 금 10:00-19:00/ 토, 일 10:00-18:00"
우리소극장,영화/연극/공연,37.57922623,127.005157,서울특별시 종로구 동숭동 192-8,070-4618-5669,정보없음
우리소리극장,영화/연극/공연,37.55676668,126.918252,서울특별시 마포구 서교동 448-23,02-326-2820,정보없음
우리술대축제,전시/기념관,37.46827871,127.039136,서울특별시 서초구 양재동 232,02-6952-9497,2022.11.18(금)-20(일)
우리옛돌박물관,전시/기념관,37.60089696,126.990134,서울특별시 성북구 성북동 330-605,02-986-1001,"평일 10:00-17:00,주말, 공휴일 10:00-18:00"
우면동금속박물관,전시/기념관,37.45775784,127.012354,서울특별시 서초구 우면동 610-11,02-578-6633,"전시기간 중 11:00-17:00, 월요일 및 공휴일 휴관"
우면산공원서울유아숲체험현장,관광지,37.47750801,127.020158,서울특별시 서초구 서초동 산 36-6,02-2155-6883,정보없음
우면산유아숲체험장,관광지,37.478413,127.02304,서울특별시 서초구 양재동 산 60,02-2155-6869,정보없음
우석뮤지엄,전시/기념관,37.55656393,126.940328,서울특별시 서대문구 창천동 20-25,02-364-8900,"화-금 10:00-17:00, 주말,공휴일11:00-19:00"
우수급식외식산업전,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-515-4855,11:00-18:00 (마지막날은 17:00까지)
우이동산악문화허브,전시/기념관,37.66435384,127.010932,서울특별시 강북구 우이동 346,02-994-8848,"10:00-12:00, 13:00-18:00(17:30까지 VR체험 운영)"
우이동유원지,관광지,37.67757639,127.00217,서울특별시 강북구 우이동 산 71-1,02-901-6114,상시개방
우인아트홀,영화/연극/공연,37.56278664,127.076013,서울특별시 광진구 중곡동 252-12,02-468-7816,정보없음
우장공원서울유아숲체험현장,관광지,37.55328448,126.843075,서울특별시 강서구 내발산동 산 19-1,02-2600-4185,상시개방
우장산축구장,대형체육시설,37.550489,126.844678,서울특별시 강서구 화곡동 산 60-1,02-2600-4195,00:00-24:00
우표문화누리,전시/기념관,37.56159874,126.982169,서울특별시 중구 충무로1가 21-1,02-6450-5600,09:00-17:00 (사전예약제 운영)
우표박물관,전시/기념관,37.56159874,126.982169,서울특별시 중구 충무로1가 21-1,02-6450-5600,09:00-17:00
운평문화원,영화/연극/공연,37.58359772,126.893344,서울특별시 은평구 수색동 363-15,02-383-9300,09:00-18:00
운현궁,명승지,37.57569679,126.986981,서울특별시 종로구 운니동 114-10,,09:00-18:00
웃찾사전용공연장,영화/연극/공연,37.55715433,127.040105,서울특별시 성동구 행당동 377,1588-4446,정보없음
워터킹덤워터파크앤스파,대형레저시설,37.47966838,127.124914,서울특별시 송파구 문정동 618,1600-0666,10:00-18:00
원불교소태산기념관,전시/기념관,37.50975909,126.963859,서울특별시 동작구 흑석동 1-3,0507-1330-7722,정보없음
원앤제이,전시/기념관,37.57975606,126.984145,서울특별시 종로구 가회동 130-1,02-745-1644,11:00-18:00
원에스쓰리디,전시/기념관,37.48083481,126.946571,서울특별시 관악구 봉천동 895-13,02-882-9114,정보없음
원픽뮤직,영화/연극/공연,37.55431633,126.938289,서울특별시 마포구 노고산동 31-39,0507-1357-0317,정보없음
월곡인조잔디축구장,대형체육시설,37.6086202,127.042284,서울특별시 성북구 하월곡동 산 2-1,02-909-3497,07:00-20:00
월드글로리아센터,영화/연극/공연,37.54739941,127.146421,서울특별시 강동구 명일동 340-1,02-440-9270,정보없음
월드비전음악원,영화/연극/공연,37.54961617,126.832841,서울특별시 강서구 내발산동 711-11,02-2662-1803,정보없음
월드컬처오픈코리아,영화/연극/공연,37.56387259,126.971254,서울특별시 중구 순화동 2-6,02-6958-8870,정보없음
월드컵공원,공원,37.56352715,126.898437,서울특별시 마포구 성산동 390-1,02-300-5500,상시개방
월드컵공원난지천공원,공원,37.57246315,126.887048,서울특별시 마포구 상암동 1538,02-300-5500,00:00-24:00
월드컵공원난지천공원축구장,대형체육시설,37.57246315,126.887048,서울특별시 마포구 상암동 1538,,정보없음
월드컵공원노을공원,공원,37.56931804,126.878512,서울특별시 마포구 상암동 481-6,02-300-5501,00:00-24:00
월드컵공원하늘공원,공원,37.56907948,126.886318,서울특별시 마포구 상암동 481-72,02-300-5500,00:00-24:00
월드IT쇼,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-1322,"2023. 4.19(수)-4. 21(금), 3일간 10:00-17:00(입장마감 16:00)"
월하예당,영화/연극/공연,37.57289823,126.988859,서울특별시 종로구 낙원동 88-2,02-764-1778,09:00-18:00
웨딩앤웨딩박람회,전시/기념관,37.49567866,127.071912,서울특별시 강남구 대치동 514,1599-3676,정보없음
웨스트브릿지라이브홀,영화/연극/공연,37.55364309,126.926165,서울특별시 마포구 서교동 338-10,02-325-9660,AM 10:00-PM 19:00
웨스트웨어하우스,전시/기념관,37.60940705,126.934954,서울특별시 은평구 녹번동 7,,정보없음
웰니스센터,영화/연극/공연,37.57784118,126.988974,서울특별시 종로구 원서동 181-5,02-953-1285,정보없음
웹툰공작소,관광지,37.55923229,126.985598,서울특별시 중구 남산동2가 30-4,,정보없음
위메이크골프,관광지,37.56764125,126.980923,서울특별시 중구 다동 130,0507-1403-0079,매일 00:00-24:00
윈플러스윈,전시/기념관,37.49249643,127.144623,서울특별시 송파구 거여동 565-11,02-2202-8588,정보없음
유구전시장,전시/기념관,37.56804459,127.01089,서울특별시 중구 을지로7가 143,,10:00-20:00
유금와당박물관,전시/기념관,37.59372003,126.962658,서울특별시 종로구 부암동 302-5,02-394-3451,화-토 10:00-17:00
유나이티드역삼갤러리,영화/연극/공연,37.50358084,127.028042,서울특별시 강남구 역삼동 616-12,02-553-0377,10:00-19:00
유니버설아트센터,영화/연극/공연,37.5509798,127.087095,서울특별시 광진구 능동 25,070-7124-1740,화-목09:00-18:00
유니아트홀,전시/기념관,37.54563331,126.91773,서울특별시 마포구 합정동 358-6,02-3141-1909,매일 00:00-24:00
유니코니아디스커버리,전시/기념관,37.53223715,126.957182,서울특별시 용산구 한강로3가 16-48,070-5101-4152,"평일 10:00-18:00, 주말 및 공휴일 11:00-17:00"
유니플렉스,영화/연극/공연,37.58119758,127.00362,서울특별시 종로구 동숭동 1-94,02-766-2115,정보없음
유로세라믹 서울,영화/연극/공연,37.51309649,127.029689,서울특별시 강남구 논현동 128-12,070-4421-7485,정보없음
유리지공예관,전시/기념관,37.45775784,127.012354,서울특별시 서초구 우면동 610-11,02-578-6663,전시기간 중 11:00-17:00
유림아트홀,영화/연극/공연,37.52332558,127.026662,서울특별시 강남구 신사동 567-14,02-514-9600,정보없음
